date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:55	3588/3588	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:08:55%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fnhung-tac-dung-cua-go-oc-cho%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed8986	(from https://noithatmansion.vn/nhung-tac-dung-cua-go-oc-cho/)
22:08:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:08:55%20GMT	https://noithatmansion.vn/?p=2081	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexa8d6.html	(from https://noithatmansion.vn/nhung-tac-dung-cua-go-oc-cho/)
22:08:56	32090/32090	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:56%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1981	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1981.json	(from https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/)
22:08:56	892/892	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/feed/index.html	(from https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/)
22:08:56	3225/3225	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:56%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fhuong-dan-ve-sinh-ban-tra-go-oc-cho%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedcb42.json	(from https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/)
22:08:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:08:56%20GMT	https://noithatmansion.vn/?p=1981	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index6f73.html	(from https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/)
22:08:57	3427/3427	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:08:57%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fhuong-dan-ve-sinh-ban-tra-go-oc-cho%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedd830	(from https://noithatmansion.vn/huong-dan-ve-sinh-ban-tra-go-oc-cho/)
22:08:58	22603/22603	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:58%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1664	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1664.json	(from https://noithatmansion.vn/chinh-sach-bao-mat/)
22:08:58	834/834	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/chinh-sach-bao-mat/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/chinh-sach-bao-mat/feed/index.html	(from https://noithatmansion.vn/chinh-sach-bao-mat/)
22:08:59	2813/2813	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:59%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-bao-mat%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed94fe.json	(from https://noithatmansion.vn/chinh-sach-bao-mat/)
22:08:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:08:59%20GMT	https://noithatmansion.vn/?p=1664	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexfbb7.html	(from https://noithatmansion.vn/chinh-sach-bao-mat/)
22:08:59	2944/2944	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:08:59%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-bao-mat%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embede21b	(from https://noithatmansion.vn/chinh-sach-bao-mat/)
22:09:00	19249/19249	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:00%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1668	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1668.json	(from https://noithatmansion.vn/chinh-sach-ban-hang/)
22:09:00	835/835	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/chinh-sach-ban-hang/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/chinh-sach-ban-hang/feed/index.html	(from https://noithatmansion.vn/chinh-sach-ban-hang/)
22:09:01	2814/2814	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:01%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-ban-hang%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed0f34.json	(from https://noithatmansion.vn/chinh-sach-ban-hang/)
22:09:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:01%20GMT	https://noithatmansion.vn/?p=1668	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexcd53.html	(from https://noithatmansion.vn/chinh-sach-ban-hang/)
22:09:02	2927/2927	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:02%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-ban-hang%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed95a5	(from https://noithatmansion.vn/chinh-sach-ban-hang/)
22:09:03	864/864	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/feed/index.html	(from https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/)
22:09:03	13511/13511	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:03%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1670	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1670.json	(from https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/)
22:09:04	2927/2927	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:04%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-bao-hanh-bao-tri%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed6293.json	(from https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/)
22:09:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:04%20GMT	https://noithatmansion.vn/?p=1670	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexfb54.html	(from https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/)
22:09:05	3069/3069	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:05%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fchinh-sach-bao-hanh-bao-tri%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed6acf	(from https://noithatmansion.vn/chinh-sach-bao-hanh-bao-tri/)
22:09:05	15455/15455	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:06%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1672	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1672.json	(from https://noithatmansion.vn/huong-dan-mua-hang/)
22:09:06	834/834	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/huong-dan-mua-hang/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/huong-dan-mua-hang/feed/index.html	(from https://noithatmansion.vn/huong-dan-mua-hang/)
22:09:06	2834/2834	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:06%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fhuong-dan-mua-hang%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedf3b5.json	(from https://noithatmansion.vn/huong-dan-mua-hang/)
22:09:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:06%20GMT	https://noithatmansion.vn/?p=1672	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexa890.html	(from https://noithatmansion.vn/huong-dan-mua-hang/)
22:09:07	2965/2965	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:07%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fhuong-dan-mua-hang%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed71a3	(from https://noithatmansion.vn/huong-dan-mua-hang/)
22:09:07	14615/14615	---M-Z	200	added ('OK')	text/css	etag:%223917-62fb5b68-28530f9;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/select2.css?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/select28e94.css	(from https://noithatmansion.vn/my-account/)
22:09:08	5422/5422	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:08%20GMT	https://noithatmansion.vn/wp-json/wp/v2/pages/55	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/pages/55.json	(from https://noithatmansion.vn/my-account/)
22:09:09	2450/2450	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:09%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fmy-account%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed725d.json	(from https://noithatmansion.vn/my-account/)
22:09:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:09%20GMT	https://noithatmansion.vn/?p=55	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index8054.html	(from https://noithatmansion.vn/my-account/)
22:09:09	2532/2532	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:09%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fmy-account%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embede5ed	(from https://noithatmansion.vn/my-account/)
22:09:10	77099/77099	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212d2b-62fb5b68-18978ac;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.9-wc.6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min4604.js	(from https://noithatmansion.vn/my-account/)
22:09:10	351/351	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f-6035311f-19cde56;gz%22	https://noithatmansion.vn/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-includes/js/zxcvbn-async.min5152.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:10	4910/4910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22132e-6254194e-19cdf85;gz%22	https://noithatmansion.vn/wp-includes/js/dist/hooks.min.js?ver=c6d64f2cb8f5c6bb49caca37f8828ce3	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-includes/js/dist/hooks.mincbb5.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:10	10222/10222	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227ee-625596ef-19cdf8b;gz%22	https://noithatmansion.vn/wp-includes/js/dist/i18n.min.js?ver=ebee46757c6a411e38fd079a7ac71d94	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-includes/js/dist/i18n.min771a.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:10	1123/1123	---M-Z	200	added ('OK')	application/x-javascript	etag:%22463-600ac5c3-2012b7f;gz%22	https://noithatmansion.vn/wp-admin/js/password-strength-meter.min.js?ver=6.0.1	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-admin/js/password-strength-meter.min37ad.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:11	2028/2028	---M-Z	200	added ('OK')	application/x-javascript	etag:%227ec-62fb5b68-1851dbe;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min.js?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/password-strength-meter.min8e94.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:11	132/132	---M--	200	added ('OK')	application/x-javascript	etag:%2284-62fb5b68-1851dbc;;;%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min.js?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min8e94.js	(from https://noithatmansion.vn/my-account/lost-password/)
22:09:13	61438/61438	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Aug%202022%2015:09:13%20GMT	https://noithatmansion.vn/edge/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/edge/index.html	(from https://noithatmansion.vn/wp-content/webgiareorg/public/thirdparty/vuejs-2.6.10/vue.min.js?v=1655057138)
22:09:13	866/866	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/san-pham/ao-so-mi-han-quoc/feed/index.html	(from https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/)
22:09:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:13%20GMT	https://noithatmansion.vn/?p=314	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index1031.html	(from https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/)
22:09:13	2756/2756	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:13%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fao-so-mi-han-quoc%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed1206.json	(from https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/)
22:09:14	2892/2892	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:14%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fao-so-mi-han-quoc%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedd820	(from https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/)
22:09:15	238748/238748	---M--	200	added ('OK')	image/jpeg	etag:%223a49c-62c47f9a-28943e;;;%22	https://noithatmansion.vn/wp-content/uploads/2017/08/19.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2017/08/19.jpg	(from https://noithatmansion.vn/san-pham/ao-so-mi-han-quoc/)
22:09:16	5348/5348	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/danh-muc-san-pham/san-pham/phong-khach/ban-tra/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/danh-muc-san-pham/san-pham/phong-khach/ban-tra/feed/index.html	(from https://noithatmansion.vn/danh-muc-san-pham/san-pham/phong-khach/ban-tra/)
22:09:16	5541/5541	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:16%20GMT	https://noithatmansion.vn/wp-json/wp/v2/product_cat/49	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/product_cat/49	(from https://noithatmansion.vn/danh-muc-san-pham/san-pham/phong-bep/)
22:09:16	88914/88914	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:16%20GMT	https://noithatmansion.vn/ve-dep-hoan-my-cua-noi-that-go-oc-cho-trong-tung-khong-gian/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/ve-dep-hoan-my-cua-noi-that-go-oc-cho-trong-tung-khong-gian/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/page/2/)
22:09:17	107196/107196	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:15%20GMT	https://noithatmansion.vn/san-pham/ao-so-mi-nam-500/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/san-pham/ao-so-mi-nam-500/index.html	(from https://noithatmansion.vn/danh-muc-san-pham/san-pham/)
22:09:17	94872/94872	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:17%20GMT	https://noithatmansion.vn/thiet-ke-noi-that-go-oc-cho-xung-tam-dang-cap/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/thiet-ke-noi-that-go-oc-cho-xung-tam-dang-cap/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/page/2/)
22:09:18	101865/101865	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:18%20GMT	https://noithatmansion.vn/go-oc-cho-va-nhung-ung-dung-trong-noi-that/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/go-oc-cho-va-nhung-ung-dung-trong-noi-that/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/page/2/)
22:09:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:18%20GMT	https://noithatmansion.vn/category/tin-tuc/du-an/page/1/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/du-an/page/1/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/page/2/)
22:09:19	33974/33974	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:19%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1884	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1884.json	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:19	179750/179750	---MCZ	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/category/tin-tuc/du-an/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/du-an/feed/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:09:19	966/966	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/feed/index.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:20%20GMT	https://noithatmansion.vn/?p=1884	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index628b.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:20	3378/3378	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:20%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fthiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedab10.json	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:20	3634/3634	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:20%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fthiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed009e	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:22	890/890	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/feed/index.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:22	91298/91298	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:22%20GMT	https://noithatmansion.vn/den-trang-tri-trong-noi-that-go-oc-cho-cao-cap/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/den-trang-tri-trong-noi-that-go-oc-cho-cao-cap/index.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/)
22:09:22	44617/44617	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:22%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1855	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1855.json	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:23	3164/3164	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:23%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fthiet-ke-noi-that-biet-thu-cao-cap%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed716b.json	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:23%20GMT	https://noithatmansion.vn/?p=1855	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index6ca8.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:23	3388/3388	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:23%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fthiet-ke-noi-that-biet-thu-cao-cap%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embede1dd	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:25	96681/96681	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:25%20GMT	https://noithatmansion.vn/noi-that-go-oc-cho-cao-cap-ve-dep-co-dien-khang-dinh-dang-cap-gia-chu/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/noi-that-go-oc-cho-cao-cap-ve-dep-co-dien-khang-dinh-dang-cap-gia-chu/index.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:25	94293/94293	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:09:25%20GMT	https://noithatmansion.vn/nhung-mau-phong-khach-biet-thu-dep/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/nhung-mau-phong-khach-biet-thu-dep/index.html	(from https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/)
22:09:25	38660/38660	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:25%20GMT	https://noithatmansion.vn/wp-json/wp/v2/posts/1799	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/posts/1799.json	(from https://noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/)
22:09:26	3435/3435	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:09:26%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fnoi-that-go-tu-nhien-cho-phong-khach%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embeddfab.json	(from https://noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/)
22:09:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:09:26%20GMT	https://noithatmansion.vn/?p=1799	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index9437.html	(from https://noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/)
22:09:27	3668/3668	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:09:27%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fnoi-that-go-tu-nhien-cho-phong-khach%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedf856	(from https://noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/)
